[18:22:15] [main/INFO]: ModLauncher running: args [--username, Gyomci, --version, forge-47.3.22, --gameDir, D:\curseforge_minecraft\Instances\Build my world, --assetsDir, D:\curseforge_minecraft\Install\assets, --assetIndex, 5, --uuid, facba8e826bb4e769390fd76512c428e, --accessToken, ????????, --clientId, 42c6e6-c1ac2b-ce1332-1b0cbc-10404a0, --xuid, 2535449832448927, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.22, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:22:15] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[18:22:17] [main/INFO]: Found mod file Mine_and_Slash-1.20.1-6.2.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file minecolonies-1.20.1-1.1.814-snapshot.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file MineColonies_Compatibility-1.20.1-2.62.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file MineColonies_Hordes-1.20.1-1.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file MineColonies_Tweaks-1.20.1-2.48.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file modelfix-1.15.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file modernfix-forge-5.20.2+mc1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file molten_metals-1.20.1-0.1.4-forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file molten_vents-1.20.1-2.0.9.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file moonlight-1.20-2.13.71-forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file moredelight-25.01.13-1.20-forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file MouseTweaks-forge-mc1.20.1-2.25.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file multimine-1.20.1.4.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file multipiston-1.20-1.2.43-RELEASE.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file MyNethersDelight-1.20.1-0.1.7.5.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file mysterious_mountain_lib-1.5.18-1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file NaturesCompass-1.20.1-1.11.2-forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file nethersdelight-1.20.1-4.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file nethervillagertrader-1.2.0-forge-1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file obscure_api-15.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file oceanic_delight-1.0.3-forge-1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file oceansdelight-1.0.2-1.20.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file oculus-mc1.20.1-1.8.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file Patchouli-1.20.1-84.1-FORGE.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file photon-forge-1.20.1-1.1.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file PickUpNotifier-v8.0.0-1.20.1-Forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file player-animation-lib-forge-1.0.2-rc1+1.20.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file polylib-forge-2000.0.3-build.143.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file polymorph-forge-0.49.8+1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file PortableCraftingTable-1.20.1-3.2.2-[FORGE].jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file probejs-6.0.1-forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file protection_pixel-1.1.5-forge-1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file PuzzlesLib-v8.1.25-1.20.1-Forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file Quark-4.0-460.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file quark_delight_1.0.0_forge_1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file realmrpg_imps_and_demons_0.9.0_forge_1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file realmrpg_seadwellers_2.9.9_forge_1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file rechiseled-1.1.6-forge-mc1.20.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file rechiseled_chipped-1.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file rechiseledcreate-1.0.2-forge-mc1.20.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file resourcefullib-forge-1.20.1-2.1.29.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file responsiveshields-2.3-mc1.18-19-20.x.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file rhino-forge-2001.2.3-build.10.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file rrls-4.0.6.1+mc1.20.1-forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file Searchables-forge-1.20.1-1.0.3.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file sebastrnlib-4.0.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file simpleplanes-1.20.1-5.3.3.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file sliceanddice-forge-3.3.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file smarterfarmers-1.20-2.1.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file smoothchunk-1.20.1-4.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file sodiumdynamiclights-forge-1.0.10-1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file sodiumoptionsapi-forge-1.0.10-1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file sophisticatedbackpacks-1.20.1-3.23.6.1210.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file sophisticatedcore-1.20.1-1.2.20.894.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file Steam_Rails-1.6.7+forge-mc1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file storagedelight-24.12.15-1.20-forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file structureessentials-1.20.1-4.3.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file structurize-1.20.1-1.0.764-snapshot.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file stylecolonies-1.12-1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file supermartijn642configlib-1.1.8-forge-mc1.20.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file supermartijn642corelib-1.1.18-forge-mc1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file supplementaries-1.20-3.1.18.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file TConstruct-1.20.1-3.9.1.19.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file TerraBlender-forge-1.20.1-3.0.1.7.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file tfmg-0.9.3-1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file The-Harvest-1.20.1-1.0.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file The-Hordes-1.20.1-1.5.4.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file towntalk-1.20.1-1.1.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file trowelsfork-1.20.1-2.0.0.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file txnilib-forge-1.0.22-1.20.1.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file ubesdelight-forge-1.20.1-0.3.2.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file villagespawnpoint-1.20.1-4.5.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file VisualWorkbench-v8.0.0-1.20.1-Forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file watut-forge-1.20.1-1.1.3.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file waystones-forge-1.20.1-14.1.10.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file worldedit-mod-7.2.15.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file YetAnotherConfigLib-3.6.2+1.20.1-forge.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/INFO]: Found mod file Zeta-1.0-24.jar of type MOD with provider {mods folder locator at D:\curseforge_minecraft\Instances\Build my world\mods}
[18:22:17] [main/WARN]: Mod file D:\curseforge_minecraft\Install\libraries\net\minecraftforge\fmlcore\1.20.1-47.3.22\fmlcore-1.20.1-47.3.22.jar is missing mods.toml file
[18:22:17] [main/WARN]: Mod file D:\curseforge_minecraft\Install\libraries\net\minecraftforge\javafmllanguage\1.20.1-47.3.22\javafmllanguage-1.20.1-47.3.22.jar is missing mods.toml file
[18:22:17] [main/WARN]: Mod file D:\curseforge_minecraft\Install\libraries\net\minecraftforge\lowcodelanguage\1.20.1-47.3.22\lowcodelanguage-1.20.1-47.3.22.jar is missing mods.toml file
[18:22:17] [main/WARN]: Mod file D:\curseforge_minecraft\Install\libraries\net\minecraftforge\mclanguage\1.20.1-47.3.22\mclanguage-1.20.1-47.3.22.jar is missing mods.toml file
[18:22:17] [main/INFO]: Found mod file fmlcore-1.20.1-47.3.22.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@55f8669d
[18:22:17] [main/INFO]: Found mod file javafmllanguage-1.20.1-47.3.22.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@55f8669d
[18:22:17] [main/INFO]: Found mod file lowcodelanguage-1.20.1-47.3.22.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@55f8669d
[18:22:17] [main/INFO]: Found mod file mclanguage-1.20.1-47.3.22.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@55f8669d
[18:22:17] [main/INFO]: Found mod file client-1.20.1-20230612.114412-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@55f8669d
[18:22:17] [main/INFO]: Found mod file forge-1.20.1-47.3.22-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@55f8669d
[18:22:17] [main/WARN]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[18:22:17] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: curios. Using Mod File: D:\curseforge_minecraft\Instances\Build my world\mods\curios-forge-5.12.1+1.20.1.jar
[18:22:17] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: architectury. Using Mod File: D:\curseforge_minecraft\Instances\Build my world\mods\architectury-9.2.14-forge.jar
[18:22:17] [main/INFO]: Found 84 dependencies adding them to mods collection
[18:22:17] [main/INFO]: Found mod file fabric-transfer-api-v1-3.3.5+631c9cd677.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14f40030
[18:22:17] [main/INFO]: Found mod file fabric-dimensions-v1-2.1.54+8005d10d77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14f40030
[18:22:17] [main/INFO]: Found mod file kuma-api-forge-20.1.9-SNAPSHOT.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14f40030
[18:22:17] [main/INFO]: Found mod file fabric-renderer-api-v1-3.2.1+cf68abbe77.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@14f40030
